periodo,retorno_total,retorno_anualizado,vol_anualizada,sharpe,max_drawdown,alpha_anual_vs_spy
2019-01-01_a_2026-03-30,2.802588717778382,0.23077566398523963,0.23712753906113268,0.9951744359470586,-0.3687563572788013,0.09896722595213517
ultimos_12m,0.28704506929136664,0.2883396819906554,0.20066856371292888,1.362347316976024,-0.118762608957929,0.12658488132005308
