strategy,retorno_total,sharpe,max_drawdown,alpha_vs_spy
entrada_inmediata,0.4458433505112096,1.8054612800945726,-0.12483884842157089,0.25397360204030994
entrada_escalonada,0.44533169826811947,2.6097464653067064,-0.0737313235466448,0.2406411600330875
