ticker,last_date,last_close,ath,ath_date,dist_from_ath_pct
ITA,2026-03-30,210.7899932861328,243.72000122070312,2026-02-01,-13.511409720021383
LMT,2026-03-30,598.5700073242188,627.4299926757812,2026-01-01,-4.599714022035228
MSFT,2026-03-30,358.9599914550781,506.69000244140625,2025-06-01,-29.155896164225513
NVDA,2026-03-30,165.1699981689453,202.49000549316406,2025-10-01,-18.430542896833813
QQQ,2026-03-30,558.280029296875,629.0700073242188,2025-10-01,-11.253116060715174
SMH,2026-03-30,362.5299987792969,406.3699951171875,2026-02-01,-10.788197176134574
XLE,2026-03-30,61.959999084472656,61.959999084472656,2026-03-30,0.0
XOM,2026-03-30,171.47000122070312,171.47000122070312,2026-03-30,0.0
